"Nr OKW";"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Robert BIEDROŃ";"Krzysztof BOSAK";"Andrzej Sebastian DUDA";"Szymon Franciszek HOŁOWNIA";"Marek JAKUBIAK";"Władysław Marcin KOSINIAK-KAMYSZ";"Mirosław Mariusz PIOTROWSKI";"Paweł Jan TANAJNO";"Rafał Kazimierz TRZASKOWSKI";"Waldemar Włodzimierz WITKOWSKI";"Stanisław Józef ŻÓŁTEK";"Liczba obwodów"
40;"261201";"gmina wiejska";"gm. Bogoria";"staszowski";"świętokrzyskie";5653;6270;1904;3749;7;15;25;25;0;0;0;0;25;3774;25;0;3774;22;10;12;0;3752;44;210;2657;322;4;123;5;0;375;1;11;7
40;"261202";"gmina wiejska";"gm. Łubnice";"staszowski";"świętokrzyskie";3109;3397;1054;2055;7;11;22;22;2;0;0;0;20;2075;20;0;2075;9;3;6;0;2066;17;158;1516;129;3;90;1;0;150;1;1;4
40;"261203";"gmina miejsko-wiejska";"gm. Oleśnica";"staszowski";"świętokrzyskie";2952;3222;1218;1734;17;6;10;10;0;0;0;0;10;1744;10;0;1744;3;0;3;0;1741;23;69;1203;174;2;59;2;3;198;3;5;4
40;"261204";"gmina miejsko-wiejska";"gm. Osiek";"staszowski";"świętokrzyskie";5630;6289;1658;3972;8;12;52;51;4;0;0;0;47;4019;47;0;4019;19;11;8;0;4000;49;228;3210;175;5;94;3;2;227;0;7;9
40;"261205";"gmina miejsko-wiejska";"gm. Połaniec";"staszowski";"świętokrzyskie";8608;9312;2645;5963;9;19;34;33;0;0;1;0;32;5995;32;1;5994;21;6;15;0;5973;81;404;3701;547;12;178;10;2;1023;10;5;8
40;"261206";"gmina wiejska";"gm. Rytwiany";"staszowski";"świętokrzyskie";4772;5183;1713;3059;1;11;22;22;0;0;0;1;21;3080;21;0;3080;12;2;10;0;3068;64;231;2034;266;4;87;2;1;374;1;4;6
40;"261207";"gmina miejsko-wiejska";"gm. Staszów";"staszowski";"świętokrzyskie";19774;21093;7409;12365;14;55;67;66;1;0;1;0;64;12411;64;0;12411;46;18;28;0;12365;212;724;7259;1252;27;380;8;9;2470;6;18;25
40;"261208";"gmina miejsko-wiejska";"gm. Szydłów";"staszowski";"świętokrzyskie";3006;3894;698;2308;3;17;19;19;0;0;0;0;19;2327;19;0;2327;5;0;5;0;2322;29;135;1593;184;1;129;5;1;242;1;2;7
40;"261301";"gmina wiejska";"gm. Kluczewsko";"włoszczowski";"świętokrzyskie";3832;4256;1029;2803;21;31;21;21;0;0;0;0;21;2824;21;0;2824;11;2;9;0;2813;42;177;2001;204;3;120;3;4;253;4;2;4
40;"261302";"gmina wiejska";"gm. Krasocin";"włoszczowski";"świętokrzyskie";7606;8449;2227;5379;11;34;13;13;1;0;0;0;12;5391;12;2;5389;15;3;12;0;5374;58;461;3615;450;12;144;5;6;614;2;7;7
40;"261303";"gmina wiejska";"gm. Moskorzew";"włoszczowski";"świętokrzyskie";2110;2310;738;1372;5;9;12;12;0;0;0;0;12;1384;12;0;1384;8;1;7;0;1376;37;68;973;99;1;48;1;0;144;4;1;4
40;"261304";"gmina wiejska";"gm. Radków";"włoszczowski";"świętokrzyskie";1851;2112;613;1238;0;21;19;19;0;0;0;0;19;1257;19;0;1257;5;1;4;0;1252;12;73;797;108;2;87;0;0;168;1;4;3
40;"261305";"gmina wiejska";"gm. Secemin";"włoszczowski";"świętokrzyskie";3624;3997;1276;2348;9;21;3;3;0;0;0;0;3;2351;3;0;2351;10;4;6;0;2341;37;154;1526;186;4;102;3;1;320;2;6;8
40;"261306";"gmina miejsko-wiejska";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";14154;15757;4181;9973;13;44;68;62;15;0;0;0;47;10020;47;0;10020;42;13;29;0;9978;208;760;5902;948;19;453;9;12;1634;7;26;13
40;"266101";"gmina miejska";"m. Kielce";"Kielce";"świętokrzyskie";139270;149357;38195;101037;25;541;878;840;8;0;7;0;825;101853;825;20;101833;251;95;156;0;101582;2292;7479;41013;12742;183;2119;95;143;35147;137;232;95
42;"280101";"gmina miejska";"m. Bartoszyce";"bartoszycki";"warmińsko-mazurskie";18932;18087;8217;10715;41;85;9;9;1;0;0;0;8;10724;8;2;10722;27;6;21;0;10695;221;653;4109;1638;11;196;10;25;3792;13;27;13
42;"280102";"gmina miejska";"m. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";2953;3168;1258;1695;2;9;16;15;6;0;0;2;7;1702;7;0;1702;4;2;2;0;1698;28;86;667;188;2;33;0;0;692;0;2;2
42;"280103";"gmina wiejska";"gm. Bartoszyce";"bartoszycki";"warmińsko-mazurskie";7736;8392;3526;4210;4;28;23;22;0;0;0;0;22;4232;22;0;4232;20;4;16;0;4212;61;306;2084;599;6;151;1;7;983;5;9;9
42;"280104";"gmina miejsko-wiejska";"gm. Bisztynek";"bartoszycki";"warmińsko-mazurskie";3838;4936;1590;2248;0;22;11;11;0;0;0;0;11;2259;11;0;2259;12;1;11;0;2247;38;155;1019;316;2;40;1;4;667;0;5;6
42;"280105";"gmina wiejska";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";6124;6568;3398;2726;7;37;3;3;0;0;0;0;3;2729;3;0;2729;20;3;17;0;2709;45;136;1180;340;2;80;4;1;910;7;4;7
42;"280106";"gmina miejsko-wiejska";"gm. Sępopol";"bartoszycki";"warmińsko-mazurskie";3819;4866;1586;2233;1;9;10;9;2;0;0;0;7;2240;7;0;2240;11;2;9;0;2229;39;102;1171;319;8;51;2;2;529;1;5;7
42;"280201";"gmina miejska";"m. Braniewo";"braniewski";"warmińsko-mazurskie";11479;13277;4036;7443;14;35;57;57;9;0;0;0;48;7491;48;0;7491;22;3;19;0;7469;161;450;2542;1470;6;170;9;10;2624;10;17;10
42;"280202";"gmina wiejska";"gm. Braniewo";"braniewski";"warmińsko-mazurskie";4113;4764;1965;2148;2;8;10;9;0;0;0;0;9;2157;9;0;2157;11;3;8;0;2146;27;134;982;383;1;102;2;3;505;2;5;5
42;"280203";"gmina miejsko-wiejska";"gm. Frombork";"braniewski";"warmińsko-mazurskie";2430;3024;855;1575;7;30;21;21;2;1;0;0;18;1593;18;0;1593;7;1;6;0;1586;33;106;581;244;3;39;0;4;570;4;2;4
42;"280204";"gmina wiejska";"gm. Lelkowo";"braniewski";"warmińsko-mazurskie";2039;2356;1085;954;2;9;1;1;0;0;0;0;1;955;1;0;955;5;2;3;0;950;22;48;511;109;0;28;0;0;229;1;2;4
42;"280205";"gmina miejsko-wiejska";"gm. Pieniężno";"braniewski";"warmińsko-mazurskie";3924;5070;1479;2445;2;18;15;14;0;0;0;0;14;2459;14;0;2459;9;0;9;0;2450;39;125;1328;324;1;63;1;2;566;0;1;7
42;"280206";"gmina wiejska";"gm. Płoskinia";"braniewski";"warmińsko-mazurskie";1811;2017;856;955;0;4;5;3;0;0;0;0;3;958;3;0;958;5;1;4;0;953;12;58;432;179;2;27;3;3;234;1;2;3
42;"280207";"gmina wiejska";"gm. Wilczęta";"braniewski";"warmińsko-mazurskie";2131;2272;1045;1086;5;2;5;5;1;0;0;0;4;1090;4;0;1090;10;2;8;0;1080;25;56;536;127;0;51;1;4;278;1;1;4
42;"280301";"gmina miejska";"m. Działdowo";"działdowski";"warmińsko-mazurskie";16673;16512;6609;10064;31;40;20;20;0;0;1;0;19;10082;19;1;10081;35;14;21;0;10046;195;475;4127;1926;18;220;6;14;3039;11;15;14
42;"280302";"gmina wiejska";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";5783;7329;1992;3791;4;17;4;4;0;0;0;0;4;3794;4;0;3794;17;5;12;0;3777;43;193;2099;634;8;87;2;1;696;2;12;12
42;"280303";"gmina wiejska";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";4199;5558;1108;3091;0;17;16;16;2;0;0;0;14;3105;14;0;3105;14;6;8;0;3091;57;243;1639;439;5;79;1;3;620;3;2;5
42;"280304";"gmina miejsko-wiejska";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";8604;11519;2420;6184;9;92;19;19;0;0;0;0;19;6203;19;5;6198;19;1;18;0;6179;115;361;3172;876;7;185;5;7;1434;5;12;10
42;"280305";"gmina wiejska";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";4101;4476;1691;2410;1;7;3;3;0;0;0;0;3;2413;3;0;2413;9;2;7;0;2404;41;138;1393;311;3;121;1;2;392;1;1;5
42;"280306";"gmina wiejska";"gm. Rybno";"działdowski";"warmińsko-mazurskie";5040;5755;1653;3387;3;61;13;13;0;0;0;0;13;3400;13;0;3400;19;6;13;0;3381;42;201;1942;442;4;100;5;3;636;2;4;9
42;"280401";"gmina wiejska";"gm. Elbląg";"elbląski";"warmińsko-mazurskie";5396;5745;2307;3089;1;21;15;15;0;0;0;0;15;3104;15;0;3104;13;1;12;0;3091;63;192;1267;506;7;78;2;4;959;4;9;5
42;"280402";"gmina wiejska";"gm. Godkowo";"elbląski";"warmińsko-mazurskie";1902;2468;789;1113;0;12;16;16;0;0;0;0;16;1129;16;0;1129;2;1;1;0;1127;23;50;674;139;0;36;1;0;204;0;0;3
42;"280403";"gmina wiejska";"gm. Gronowo Elbląskie";"elbląski";"warmińsko-mazurskie";3557;3851;1608;1949;4;10;6;6;0;0;0;0;6;1955;6;0;1955;6;2;4;0;1949;37;111;810;313;4;50;1;0;617;3;3;2
42;"280404";"gmina wiejska";"gm. Markusy";"elbląski";"warmińsko-mazurskie";2512;3110;1081;1431;0;5;11;11;0;0;0;0;11;1442;11;0;1442;4;3;1;0;1438;24;66;742;215;3;39;1;0;346;0;2;3
42;"280405";"gmina wiejska";"gm. Milejewo";"elbląski";"warmińsko-mazurskie";2440;2672;950;1490;1;18;3;3;0;0;0;0;3;1492;3;0;1492;8;2;6;0;1484;16;127;629;229;2;42;0;0;436;1;2;2
42;"280406";"gmina miejsko-wiejska";"gm. Młynary";"elbląski";"warmińsko-mazurskie";2746;3533;933;1813;0;3;24;24;0;0;0;0;24;1835;24;0;1835;14;5;9;0;1821;24;111;827;260;2;63;1;4;525;2;2;3
42;"280407";"gmina miejsko-wiejska";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";11547;14999;3551;7996;6;63;57;57;0;0;0;0;57;8052;57;0;8052;28;9;19;0;8024;136;497;3133;1178;13;233;6;8;2790;12;18;15
42;"280408";"gmina wiejska";"gm. Rychliki";"elbląski";"warmińsko-mazurskie";2291;2982;960;1331;0;15;7;7;0;0;0;0;7;1338;7;0;1338;4;2;2;0;1334;20;60;634;191;6;62;1;1;357;0;2;3
42;"280409";"gmina miejsko-wiejska";"gm. Tolkmicko";"elbląski";"warmińsko-mazurskie";3900;5168;1230;2670;3;46;18;18;0;0;0;0;18;2688;18;0;2688;7;2;5;0;2681;45;167;1185;439;2;73;3;2;760;1;4;7
41;"280501";"gmina miejska";"m. Ełk";"ełcki";"warmińsko-mazurskie";34837;45100;10219;24619;9;238;231;221;4;0;1;2;216;24832;216;0;24832;100;34;66;0;24732;518;2203;9494;4011;37;522;36;44;7777;24;66;22
41;"280502";"gmina wiejska";"gm. Ełk";"ełcki";"warmińsko-mazurskie";8026;9076;3317;4709;2;141;25;23;2;0;0;0;21;4730;21;0;4730;24;6;18;0;4706;89;418;1986;714;13;125;8;14;1322;5;12;12
41;"280503";"gmina wiejska";"gm. Kalinowo";"ełcki";"warmińsko-mazurskie";4751;5274;2358;2393;4;39;20;19;1;0;0;0;18;2411;18;0;2411;13;1;12;0;2398;36;170;1404;280;4;61;2;2;429;2;8;7
41;"280504";"gmina wiejska";"gm. Prostki";"ełcki";"warmińsko-mazurskie";5071;5592;2686;2385;1;38;43;43;0;0;1;0;42;2427;42;0;2427;7;4;3;0;2420;31;128;1388;315;10;57;5;3;473;4;6;8
41;"280505";"gmina wiejska";"gm. Stare Juchy";"ełcki";"warmińsko-mazurskie";2685;3119;1177;1508;6;125;9;9;0;0;0;0;9;1517;9;0;1517;3;0;3;0;1514;20;116;652;200;1;38;0;1;481;0;5;4
41;"280601";"gmina miejska";"m. Giżycko";"giżycki";"warmińsko-mazurskie";20193;23417;6271;13922;11;777;89;86;6;1;0;0;79;13997;79;0;13997;38;16;22;0;13959;287;850;4375;2232;22;293;15;28;5812;19;26;13
41;"280604";"gmina wiejska";"gm. Giżycko";"giżycki";"warmińsko-mazurskie";6423;7642;1828;4615;4;571;47;47;0;0;0;0;47;4662;47;0;4662;21;5;16;0;4641;92;258;1556;780;12;101;2;7;1813;6;14;13
41;"280605";"gmina wiejska";"gm. Kruklanki";"giżycki";"warmińsko-mazurskie";1956;2600;505;1451;0;136;5;5;0;0;0;0;5;1456;5;0;1456;3;2;1;0;1453;35;91;487;241;2;53;4;1;535;3;1;4
41;"280606";"gmina wiejska";"gm. Miłki";"giżycki";"warmińsko-mazurskie";2509;3444;655;1854;5;277;7;7;0;0;0;0;7;1861;7;0;1861;6;0;6;0;1855;23;107;769;251;6;65;3;4;619;1;7;3
41;"280608";"gmina miejsko-wiejska";"gm. Ryn";"giżycki";"warmińsko-mazurskie";4287;5166;1382;2905;1;431;20;19;3;0;0;0;16;2913;16;0;2913;6;4;2;0;2907;59;191;1167;394;4;67;4;3;1013;2;3;7
41;"280610";"gmina wiejska";"gm. Wydminy";"giżycki";"warmińsko-mazurskie";3917;5238;1306;2611;3;104;16;15;0;0;1;0;14;2625;14;1;2624;11;1;10;0;2613;33;167;1196;378;1;144;6;2;675;5;6;8
42;"280701";"gmina miejska";"m. Iława";"iławski";"warmińsko-mazurskie";26288;26576;9660;16628;1;229;148;140;2;0;0;1;137;16765;137;1;16764;53;11;42;0;16711;436;1067;6380;2270;37;348;14;30;6075;27;27;19
42;"280702";"gmina miejska";"m. Lubawa";"iławski";"warmińsko-mazurskie";5745;7510;936;4809;2;22;39;39;1;0;0;0;38;4847;38;0;4847;8;1;7;0;4839;105;419;2145;733;6;112;4;5;1294;10;6;4
42;"280703";"gmina wiejska";"gm. Iława";"iławski";"warmińsko-mazurskie";8816;10032;3265;5551;0;196;28;28;0;0;0;0;28;5579;28;0;5579;17;7;10;0;5562;106;458;2569;718;10;200;5;7;1467;7;15;12
42;"280704";"gmina miejsko-wiejska";"gm. Kisielice";"iławski";"warmińsko-mazurskie";3615;4718;1207;2408;5;12;7;7;0;0;0;0;7;2414;7;0;2414;14;5;9;0;2400;27;128;1403;255;6;65;2;6;503;2;3;7
42;"280705";"gmina wiejska";"gm. Lubawa";"iławski";"warmińsko-mazurskie";6299;8210;1415;4884;2;10;31;31;0;1;0;0;30;4913;30;0;4913;24;6;18;0;4889;53;425;3047;572;15;163;10;5;581;5;13;8
42;"280706";"gmina miejsko-wiejska";"gm. Susz";"iławski";"warmińsko-mazurskie";7323;9486;2473;4850;7;25;23;23;0;0;0;0;23;4873;23;0;4873;19;5;14;0;4854;110;391;2462;550;3;96;4;6;1220;4;8;11
42;"280707";"gmina miejsko-wiejska";"gm. Zalewo";"iławski";"warmińsko-mazurskie";4903;5598;2376;2527;0;99;34;34;0;0;0;0;34;2561;34;0;2561;6;3;3;0;2555;46;168;1172;397;3;59;1;8;695;2;4;4
41;"280801";"gmina miejska";"m. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";19990;21283;7822;12168;6;94;86;80;2;1;0;0;77;12245;77;0;12245;32;16;16;0;12213;287;708;4331;1942;14;277;11;15;4593;15;20;16
41;"280802";"gmina wiejska";"gm. Barciany";"kętrzyński";"warmińsko-mazurskie";4212;4793;2178;2034;3;16;2;2;0;0;0;0;2;2036;2;0;2036;5;3;2;0;2031;36;97;1065;227;2;93;3;3;500;2;3;5
41;"280803";"gmina wiejska";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";5813;6275;2828;2985;3;26;14;14;0;0;0;0;14;2999;14;0;2999;17;2;15;0;2982;70;218;1276;483;6;113;5;4;802;2;3;12
41;"280804";"gmina miejsko-wiejska";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";7198;7832;3642;3556;1;15;51;51;6;0;0;1;44;3600;44;0;3600;12;4;8;0;3588;97;242;1779;447;5;88;3;2;916;2;7;10
41;"280805";"gmina miejsko-wiejska";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";4692;6107;1411;3281;5;83;35;35;0;0;0;0;35;3316;35;0;3316;16;9;7;0;3300;77;208;1290;490;9;99;3;10;1107;0;7;10
41;"280806";"gmina wiejska";"gm. Srokowo";"kętrzyński";"warmińsko-mazurskie";2892;3091;1365;1527;0;26;6;6;0;0;0;0;6;1533;6;0;1533;6;1;5;0;1527;33;78;660;224;3;60;3;7;453;2;4;5
42;"280901";"gmina miejska";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";10968;12046;3811;7157;6;70;42;40;2;0;1;0;37;7194;37;0;7194;18;2;16;0;7176;165;474;2338;980;13;190;12;7;2975;11;11;11
42;"280902";"gmina wiejska";"gm. Kiwity";"lidzbarski";"warmińsko-mazurskie";2044;2682;690;1354;1;10;6;6;0;0;0;0;6;1360;6;0;1360;7;3;4;0;1353;17;122;681;167;0;57;0;0;307;0;2;4
42;"280903";"gmina wiejska";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";4037;5346;1524;2513;1;101;8;8;0;0;0;0;8;2521;8;0;2521;8;4;4;0;2513;52;187;1103;349;5;78;4;4;722;5;4;8
42;"280904";"gmina wiejska";"gm. Lubomino";"lidzbarski";"warmińsko-mazurskie";2572;2775;1261;1311;0;6;9;9;0;0;0;0;9;1319;9;0;1319;7;0;7;0;1312;27;88;661;155;0;35;0;2;339;2;3;3
42;"280905";"gmina miejsko-wiejska";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";7257;9332;2451;4797;9;27;43;41;5;0;3;0;33;4829;33;0;4829;13;4;9;0;4816;93;275;2170;596;6;103;1;6;1555;5;6;8
41;"281001";"gmina miejska";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";15788;16989;5530;10258;18;173;44;43;2;0;0;0;41;10299;41;1;10298;42;9;33;0;10256;236;702;3595;1707;16;226;7;19;3714;12;22;13
41;"281002";"gmina miejsko-wiejska";"gm. Mikołajki";"mrągowski";"warmińsko-mazurskie";6015;7341;1629;4385;9;657;19;18;2;0;0;0;16;4401;16;0;4401;12;4;8;0;4389;87;247;1470;729;8;86;2;10;1741;5;4;7
41;"281003";"gmina wiejska";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";5723;6475;2215;3508;0;147;19;19;0;0;0;0;19;3527;19;0;3527;13;3;10;0;3514;58;279;1367;577;8;105;1;4;1108;2;5;8
41;"281004";"gmina wiejska";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";4620;6356;1222;3398;1;249;20;20;2;0;0;0;18;3416;18;0;3416;15;3;12;0;3401;56;265;1499;546;4;99;2;5;916;4;5;9
41;"281005";"gmina wiejska";"gm. Sorkwity";"mrągowski";"warmińsko-mazurskie";3435;3864;1380;2055;2;109;9;9;1;0;0;0;8;2063;8;0;2063;10;2;8;0;2053;29;135;876;264;1;59;2;3;681;2;1;6
41;"281101";"gmina wiejska";"gm. Janowiec Kościelny";"nidzicki";"warmińsko-mazurskie";2304;2539;934;1370;0;6;9;9;0;0;3;0;6;1376;6;0;1376;5;4;1;0;1371;20;87;880;103;2;56;2;0;220;1;0;5
41;"281102";"gmina wiejska";"gm. Janowo";"nidzicki";"warmińsko-mazurskie";1611;2106;514;1097;5;17;5;5;0;0;0;0;5;1102;5;0;1102;6;1;5;0;1096;19;84;637;106;2;31;0;3;210;0;4;4
41;"281103";"gmina wiejska";"gm. Kozłowo";"nidzicki";"warmińsko-mazurskie";4196;4572;2065;2131;1;13;9;9;0;0;0;0;9;2140;9;0;2140;9;0;9;0;2131;34;139;1285;230;4;52;1;3;379;2;2;6
41;"281104";"gmina miejsko-wiejska";"gm. Nidzica";"nidzicki";"warmińsko-mazurskie";14853;16432;5531;9322;4;150;93;92;3;0;1;0;88;9410;88;0;9410;41;8;33;0;9369;162;621;4208;1218;19;207;8;6;2891;10;19;15
42;"281201";"gmina miejska";"m. Nowe Miasto Lubawskie";"nowomiejski";"warmińsko-mazurskie";7124;8271;2281;4843;4;34;39;38;2;2;0;0;36;4879;36;2;4877;11;2;9;0;4866;95;259;2026;721;6;151;6;5;1575;11;11;7
42;"281202";"gmina wiejska";"gm. Biskupiec";"nowomiejski";"warmińsko-mazurskie";6643;7424;2641;4003;0;48;19;18;1;0;0;0;17;4017;17;1;4016;14;6;8;0;4002;56;228;2211;394;5;227;5;10;859;2;5;7
42;"281203";"gmina wiejska";"gm. Grodziczno";"nowomiejski";"warmińsko-mazurskie";3717;4966;695;3022;0;30;21;21;0;0;0;0;21;3043;21;0;3043;10;4;6;0;3033;32;172;2041;289;4;97;7;2;376;2;11;6
42;"281204";"gmina wiejska";"gm. Kurzętnik";"nowomiejski";"warmińsko-mazurskie";5228;6906;1245;3983;2;29;7;6;0;0;0;0;6;3989;6;0;3989;10;1;9;0;3979;53;249;2415;403;7;174;7;4;658;3;6;5
42;"281205";"gmina wiejska";"gm. Nowe Miasto Lubawskie";"nowomiejski";"warmińsko-mazurskie";4953;6319;1347;3606;4;39;11;11;0;0;0;0;11;3617;11;0;3617;15;5;10;0;3602;60;218;1990;490;6;152;6;3;666;1;10;8
41;"281303";"gmina wiejska";"gm. Kowale Oleckie";"olecki";"warmińsko-mazurskie";3485;3870;1878;1607;0;34;1;1;0;0;0;0;1;1608;1;0;1608;9;0;9;0;1599;38;122;817;233;3;37;3;1;339;3;3;6
41;"281304";"gmina miejsko-wiejska";"gm. Olecko";"olecki";"warmińsko-mazurskie";15228;16425;6178;9051;9;102;82;78;4;0;0;0;74;9125;74;0;9125;28;5;23;0;9097;157;604;3984;1473;14;218;6;17;2601;4;19;16
41;"281305";"gmina wiejska";"gm. Świętajno";"olecki";"warmińsko-mazurskie";2810;3086;1442;1368;3;51;7;7;0;0;0;0;7;1375;7;0;1375;6;1;5;0;1369;14;85;702;196;3;30;2;3;331;0;3;5
41;"281306";"gmina wiejska";"gm. Wieliczki";"olecki";"warmińsko-mazurskie";2379;2603;1086;1293;1;6;8;7;0;0;0;0;7;1300;7;0;1300;5;1;4;0;1295;23;140;743;142;2;33;0;4;207;1;0;6
41;"281401";"gmina miejsko-wiejska";"gm. Barczewo";"olsztyński";"warmińsko-mazurskie";11388;14384;2940;8448;1;120;30;29;2;0;0;0;27;8475;27;0;8475;43;10;33;0;8432;226;637;2928;1242;16;188;10;16;3149;7;13;22
41;"281402";"gmina miejsko-wiejska";"gm. Biskupiec";"olsztyński";"warmińsko-mazurskie";11408;14735;3629;7779;9;94;47;47;0;0;0;0;47;7834;47;10;7824;34;11;23;0;7790;152;422;3052;1054;17;237;6;9;2822;4;15;20
41;"281403";"gmina miejsko-wiejska";"gm. Dobre Miasto";"olsztyński";"warmińsko-mazurskie";11333;12297;4497;6836;4;45;31;30;2;0;0;0;28;6863;27;0;6863;25;8;17;0;6838;136;650;2787;968;10;155;10;8;2096;6;12;18
41;"281404";"gmina wiejska";"gm. Dywity";"olsztyński";"warmińsko-mazurskie";7625;9485;1386;6239;1;46;38;35;2;0;0;0;33;6271;33;1;6270;19;3;16;0;6251;164;452;1792;1173;15;149;5;12;2471;4;14;10
41;"281405";"gmina wiejska";"gm. Gietrzwałd";"olsztyński";"warmińsko-mazurskie";4096;5451;782;3314;0;125;13;13;0;0;0;0;13;3326;13;0;3326;11;2;9;0;3315;86;237;1007;544;11;78;2;6;1338;1;5;6
41;"281406";"gmina miejsko-wiejska";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";5475;6013;2596;2879;3;33;24;24;0;0;0;0;24;2903;24;0;2903;16;4;12;0;2887;77;245;1348;340;7;108;3;7;743;4;5;8
41;"281407";"gmina wiejska";"gm. Jonkowo";"olsztyński";"warmińsko-mazurskie";5215;5876;1658;3557;0;50;28;26;3;0;0;0;23;3580;23;7;3573;6;2;4;0;3567;94;271;1039;640;10;91;2;8;1393;8;11;6
41;"281408";"gmina wiejska";"gm. Kolno";"olsztyński";"warmińsko-mazurskie";2334;2545;1130;1204;3;20;2;2;0;0;0;0;2;1206;2;0;1206;9;3;6;0;1197;21;84;598;151;5;42;4;5;286;0;1;3
41;"281409";"gmina miejsko-wiejska";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";9735;11056;3569;6166;6;301;44;42;4;0;0;0;38;6204;38;1;6203;36;8;28;0;6167;137;418;2492;739;7;150;3;10;2191;9;11;19
41;"281410";"gmina wiejska";"gm. Purda";"olsztyński";"warmińsko-mazurskie";6152;6959;2122;4030;0;74;36;36;4;0;0;0;32;4062;32;0;4062;10;3;7;0;4052;104;276;1415;615;5;94;2;8;1514;11;8;6
41;"281411";"gmina wiejska";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";7694;8704;1422;6272;2;178;37;34;3;0;0;0;31;6303;31;0;6303;23;4;19;0;6280;157;496;1397;1217;20;151;4;8;2811;8;11;9
41;"281412";"gmina wiejska";"gm. Świątki";"olsztyński";"warmińsko-mazurskie";2355;3104;847;1508;0;12;13;9;0;0;0;0;9;1517;9;0;1517;7;2;5;0;1510;36;114;726;215;4;46;1;3;359;4;2;6
42;"281501";"gmina miejska";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";22101;25098;6307;15792;10;189;62;62;1;0;1;0;60;15848;60;0;15848;48;16;32;0;15800;411;853;5132;2624;24;311;11;20;6365;20;29;19
42;"281502";"gmina wiejska";"gm. Dąbrówno";"ostródzki";"warmińsko-mazurskie";2513;3390;811;1702;0;56;7;7;0;0;0;0;7;1709;7;1;1708;11;2;9;0;1697;46;113;933;197;3;24;0;0;377;0;4;4
42;"281503";"gmina wiejska";"gm. Grunwald";"ostródzki";"warmińsko-mazurskie";3230;4267;1111;2119;0;30;5;5;0;0;0;0;5;2124;5;0;2124;19;1;18;0;2105;41;92;1078;269;7;76;2;2;527;1;10;4
42;"281504";"gmina wiejska";"gm. Łukta";"ostródzki";"warmińsko-mazurskie";3133;3725;1140;1992;1;99;9;8;1;0;0;0;7;2000;7;1;1999;12;6;6;0;1987;35;143;688;343;3;60;2;4;703;3;3;3
42;"281505";"gmina wiejska";"gm. Małdyty";"ostródzki";"warmińsko-mazurskie";3720;4961;1453;2267;2;35;5;5;0;0;0;0;5;2272;5;0;2272;4;1;3;0;2268;48;121;994;409;8;60;3;5;616;4;0;4
